gene	true_lfc	is_de
gene185	0	FALSE
gene186	0	FALSE
gene187	0	FALSE
gene188	0	FALSE
gene189	0	FALSE
gene190	0	FALSE
gene191	0	FALSE
gene192	0	FALSE
gene193	0	FALSE
gene194	0	FALSE
gene195	0	FALSE
gene196	0.763707809499465	TRUE
gene197	0	FALSE
gene198	0	FALSE
gene199	0	FALSE
gene200	0	FALSE
gene201	0	FALSE
gene202	0	FALSE
gene203	0	FALSE
gene204	-1.41379987215623	TRUE
gene205	0	FALSE
gene206	0	FALSE
gene207	0	FALSE
gene208	2.91673365264433	TRUE
gene209	0	FALSE
gene210	0	FALSE
gene211	0	FALSE
gene212	0	FALSE
gene213	0	FALSE
gene214	0	FALSE
gene215	-1.85143211617833	TRUE
gene216	0	FALSE
gene217	0	FALSE
gene218	0	FALSE
gene219	0	FALSE
gene220	-1.63904970075237	TRUE
gene221	0	FALSE
gene222	0	FALSE
gene223	0	FALSE
gene224	0	FALSE
gene225	0	FALSE
gene226	0	FALSE
gene227	0	FALSE
gene228	0	FALSE
gene229	0	FALSE
gene230	0	FALSE
gene231	0	FALSE
gene232	0	FALSE
gene233	0	FALSE
gene234	0	FALSE
gene235	0	FALSE
gene236	0	FALSE
gene237	-1.13517395110102	TRUE
gene238	0	FALSE
gene239	0	FALSE
gene240	0	FALSE
gene241	0	FALSE
gene242	0	FALSE
gene243	0	FALSE
gene244	0	FALSE
gene245	0	FALSE
gene246	0	FALSE
gene247	0	FALSE
gene248	0	FALSE
gene249	-2.55705181782832	TRUE
gene250	0	FALSE
gene251	0	FALSE
gene252	0	FALSE
gene253	0	FALSE
gene254	0	FALSE
gene255	1.68201743607642	TRUE
gene256	0	FALSE
gene257	0	FALSE
gene258	0.772300600307062	TRUE
gene259	0	FALSE
gene260	0	FALSE
gene261	0	FALSE
gene262	0	FALSE
gene263	0	FALSE
gene264	0	FALSE
gene265	0	FALSE
gene266	0	FALSE
gene267	0	FALSE
gene268	0	FALSE
gene269	0	FALSE
gene270	0	FALSE
gene271	0	FALSE
gene272	0	FALSE
gene273	0	FALSE
gene274	0	FALSE
gene275	0	FALSE
gene276	0	FALSE
gene277	0	FALSE
gene278	0	FALSE
gene279	0	FALSE
gene280	0	FALSE
gene281	0	FALSE
gene282	0	FALSE
gene283	0	FALSE
gene284	0	FALSE
gene285	1.99002062855288	TRUE
gene286	0	FALSE
gene287	0	FALSE
gene288	0	FALSE
gene289	0	FALSE
gene290	0	FALSE
gene291	0	FALSE
gene292	0	FALSE
gene293	0	FALSE
gene294	0	FALSE
gene295	0	FALSE
gene296	0	FALSE
gene297	0	FALSE
gene298	0	FALSE
gene299	0	FALSE
gene300	1.12079150840873	TRUE
gene301	0	FALSE
gene302	0	FALSE
gene303	0	FALSE
gene304	0	FALSE
gene305	0	FALSE
gene306	1.86731532867998	TRUE
gene307	0	FALSE
gene308	0	FALSE
gene309	0	FALSE
gene310	0	FALSE
gene311	0	FALSE
gene312	0	FALSE
gene313	0	FALSE
gene314	0	FALSE
gene315	0	FALSE
gene316	0	FALSE
gene317	0	FALSE
gene318	0	FALSE
gene319	0	FALSE
gene320	0	FALSE
gene321	0	FALSE
gene322	0	FALSE
gene323	0	FALSE
gene324	0	FALSE
gene325	0	FALSE
gene326	0	FALSE
gene327	0	FALSE
gene328	0	FALSE
gene329	0	FALSE
gene330	0	FALSE
gene331	0	FALSE
gene332	0	FALSE
gene333	0	FALSE
gene334	0	FALSE
gene335	0.837916826305445	TRUE
gene336	0	FALSE
gene337	0	FALSE
gene338	0	FALSE
gene339	0	FALSE
gene340	0	FALSE
gene341	0	FALSE
gene342	0	FALSE
gene343	0	FALSE
gene344	0	FALSE
gene345	0	FALSE
gene346	0	FALSE
gene347	0	FALSE
gene348	0	FALSE
gene349	0	FALSE
gene350	0	FALSE
gene351	0	FALSE
gene352	0	FALSE
gene353	0	FALSE
gene354	0	FALSE
gene355	0	FALSE
gene356	0	FALSE
gene357	0	FALSE
gene358	0	FALSE
gene359	0	FALSE
gene360	0	FALSE
gene361	0	FALSE
gene362	-1.89626340422546	TRUE
gene363	0	FALSE
gene364	0	FALSE
gene365	0	FALSE
gene366	-1.59199268108932	TRUE
gene367	0	FALSE
gene368	0	FALSE
gene369	0	FALSE
gene370	1.79023823834723	TRUE
gene371	0	FALSE
gene372	0	FALSE
gene373	0	FALSE
gene374	0	FALSE
gene375	0	FALSE
gene376	0	FALSE
gene377	0	FALSE
gene378	0	FALSE
gene379	0	FALSE
gene380	0	FALSE
gene381	0	FALSE
gene382	0	FALSE
gene383	0	FALSE
gene384	0	FALSE
gene385	0	FALSE
gene386	0	FALSE
gene387	0	FALSE
gene388	0	FALSE
gene389	0	FALSE
gene390	1.40179485833505	TRUE
gene391	0	FALSE
gene392	0	FALSE
gene393	-1.03282537660562	TRUE
gene394	0	FALSE
gene395	0	FALSE
gene396	0	FALSE
gene397	0	FALSE
gene398	0	FALSE
gene399	0	FALSE
gene400	0	FALSE
gene401	0	FALSE
gene402	0	FALSE
gene403	0	FALSE
gene404	0	FALSE
gene405	0	FALSE
gene406	0	FALSE
gene407	0	FALSE
gene408	0	FALSE
gene409	0	FALSE
gene410	0	FALSE
gene411	0	FALSE
gene412	0	FALSE
gene413	0	FALSE
gene414	0	FALSE
gene415	0	FALSE
gene416	0	FALSE
gene417	0	FALSE
gene418	0	FALSE
gene419	0	FALSE
gene420	0	FALSE
gene421	0	FALSE
gene422	0	FALSE
gene423	0	FALSE
gene424	0	FALSE
gene425	0	FALSE
gene426	0	FALSE
gene427	0	FALSE
gene428	0	FALSE
gene429	0	FALSE
gene430	0	FALSE
gene431	0	FALSE
gene432	2.03361202043016	TRUE
gene433	0	FALSE
gene434	0	FALSE
gene435	0	FALSE
gene436	0	FALSE
gene437	0	FALSE
gene438	-1.37483514781343	TRUE
gene439	0	FALSE
gene440	0	FALSE
gene441	0	FALSE
gene442	2.08442329242826	TRUE
gene443	2.64866281446302	TRUE
gene444	0	FALSE
gene445	0	FALSE
gene446	0	FALSE
gene447	0	FALSE
gene448	0	FALSE
gene449	0	FALSE
gene450	0	FALSE
gene451	0	FALSE
gene452	0	FALSE
gene453	0	FALSE
gene454	0	FALSE
gene455	-0.787023514334578	TRUE
gene456	0	FALSE
gene457	0	FALSE
gene458	0	FALSE
gene459	0	FALSE
gene460	0	FALSE
gene461	0	FALSE
gene462	0	FALSE
gene463	0	FALSE
gene464	0	FALSE
gene465	0	FALSE
gene466	0	FALSE
gene467	0	FALSE
gene468	0	FALSE
gene469	0	FALSE
gene470	-2.58345373574411	TRUE
gene471	0.944673323712777	TRUE
gene472	0	FALSE
gene473	1.98734663118375	TRUE
gene474	0	FALSE
gene475	0	FALSE
gene476	0	FALSE
gene477	0	FALSE
gene478	0	FALSE
gene479	0	FALSE
gene480	0	FALSE
gene481	2.04783622064861	TRUE
gene482	0	FALSE
gene483	-1.05846034252318	TRUE
gene484	0	FALSE
gene485	0	FALSE
gene486	0	FALSE
gene487	0	FALSE
gene488	0	FALSE
gene489	0	FALSE
gene490	0	FALSE
gene491	0	FALSE
gene492	0	FALSE
gene493	0	FALSE
gene494	0	FALSE
gene495	0	FALSE
gene496	0	FALSE
gene497	0	FALSE
gene498	0	FALSE
gene499	0	FALSE
gene500	0	FALSE
gene501	0	FALSE
gene502	0	FALSE
gene503	2.48982916132081	TRUE
gene504	0	FALSE
gene505	0	FALSE
gene506	0	FALSE
gene507	0	FALSE
gene508	0	FALSE
gene509	0	FALSE
gene510	2.3446077524568	TRUE
gene511	1.90239032974932	TRUE
gene512	0	FALSE
gene513	0	FALSE
gene514	0	FALSE
gene515	0	FALSE
gene516	0	FALSE
gene517	0	FALSE
gene518	0	FALSE
gene519	0	FALSE
gene520	0	FALSE
gene521	0	FALSE
gene522	0	FALSE
gene523	0	FALSE
gene524	0	FALSE
gene525	0	FALSE
gene526	0	FALSE
gene527	0	FALSE
gene528	0	FALSE
gene529	1.78386740677524	TRUE
gene530	0	FALSE
gene531	0	FALSE
gene532	0	FALSE
gene533	0	FALSE
gene534	1.26395324949408	TRUE
gene535	0	FALSE
gene536	0	FALSE
gene537	0	FALSE
gene538	0	FALSE
gene539	0	FALSE
gene540	0	FALSE
gene541	-1.8313774211565	TRUE
gene542	0	FALSE
gene543	0	FALSE
gene544	-1.81272282352438	TRUE
gene545	1.6332956541446	TRUE
gene546	0	FALSE
gene547	0	FALSE
gene548	0	FALSE
gene549	0	FALSE
gene550	0	FALSE
gene551	-2.89995170995826	TRUE
gene552	-1.78837385005318	TRUE
gene553	0	FALSE
gene554	0	FALSE
gene555	0	FALSE
gene556	0	FALSE
gene557	0	FALSE
gene558	0	FALSE
gene559	0	FALSE
gene560	0	FALSE
gene561	0	FALSE
gene562	0	FALSE
gene563	0	FALSE
gene564	0	FALSE
gene565	0	FALSE
gene566	2.53169930318836	TRUE
gene567	0	FALSE
gene568	0	FALSE
gene569	0	FALSE
gene570	0	FALSE
gene571	0	FALSE
gene572	0	FALSE
gene573	0	FALSE
gene574	2.78701710083988	TRUE
gene575	0	FALSE
gene576	0	FALSE
gene577	0	FALSE
gene578	0	FALSE
gene579	0	FALSE
gene580	0	FALSE
gene581	0	FALSE
gene582	0	FALSE
gene583	2.1895781364874	TRUE
gene584	0	FALSE
gene585	1.74089365795953	TRUE
gene586	0	FALSE
gene587	0	FALSE
gene588	0	FALSE
gene589	0	FALSE
gene590	0	FALSE
gene591	-1.53308529476635	TRUE
gene592	0	FALSE
gene593	0	FALSE
gene594	0	FALSE
gene595	0	FALSE
gene596	0	FALSE
gene597	2.30259840551298	TRUE
gene598	0	FALSE
gene599	0	FALSE
gene600	0	FALSE
gene601	-1.01296118285973	TRUE
gene602	0	FALSE
gene603	2.49926900892751	TRUE
gene604	0	FALSE
gene605	0	FALSE
gene606	0	FALSE
gene607	0	FALSE
gene608	2.24699604447233	TRUE
gene609	-2.31792805669829	TRUE
gene610	0	FALSE
gene611	-1.51307912467746	TRUE
gene612	0	FALSE
gene613	0	FALSE
gene614	0	FALSE
gene615	-0.866486345767044	TRUE
gene616	0	FALSE
gene617	0	FALSE
gene618	0	FALSE
gene619	0	FALSE
gene620	0	FALSE
gene621	0	FALSE
gene622	0	FALSE
gene623	0	FALSE
gene624	0	FALSE
gene625	-0.83501887548482	TRUE
gene626	2.25847676658304	TRUE
gene627	0	FALSE
gene628	0	FALSE
gene629	0	FALSE
gene630	0	FALSE
gene631	0	FALSE
gene632	0	FALSE
gene633	0	FALSE
gene634	0	FALSE
gene635	0	FALSE
gene636	0	FALSE
gene637	0	FALSE
gene638	2.00968318461673	TRUE
gene639	0	FALSE
gene640	0	FALSE
gene641	0	FALSE
gene642	0	FALSE
gene643	0	FALSE
gene644	0	FALSE
gene645	0	FALSE
gene646	0	FALSE
gene647	0	FALSE
gene648	0	FALSE
gene649	0	FALSE
gene650	0	FALSE
gene651	0	FALSE
gene652	2.16853547439678	TRUE
gene653	0	FALSE
gene654	0	FALSE
gene655	0	FALSE
gene656	-2.72443730727537	TRUE
gene657	0	FALSE
gene658	0	FALSE
gene659	0	FALSE
gene660	0	FALSE
gene661	0	FALSE
gene662	0	FALSE
gene663	2.2886417870759	TRUE
gene664	0	FALSE
gene665	0	FALSE
gene666	0	FALSE
gene667	0	FALSE
gene668	-1.47261282167165	TRUE
gene669	-1.52579689153936	TRUE
gene670	0	FALSE
gene671	0	FALSE
gene672	0	FALSE
gene673	0	FALSE
gene674	0	FALSE
gene675	0	FALSE
gene676	0	FALSE
gene677	0	FALSE
gene678	0	FALSE
gene679	0	FALSE
gene680	0	FALSE
gene681	0	FALSE
gene682	0	FALSE
gene683	0	FALSE
gene684	0	FALSE
gene685	0	FALSE
gene686	0	FALSE
gene687	1.12991043651709	TRUE
gene688	0	FALSE
gene689	0	FALSE
gene690	-2.35839621420018	TRUE
gene691	0	FALSE
gene692	0	FALSE
gene693	0	FALSE
gene694	0	FALSE
gene695	0	FALSE
gene696	-2.05569251300767	TRUE
gene697	0	FALSE
gene698	0	FALSE
gene699	0	FALSE
gene700	0	FALSE
gene701	-1.79540769592859	TRUE
gene702	0	FALSE
gene703	0	FALSE
gene704	0	FALSE
gene705	0	FALSE
gene706	0	FALSE
gene707	0	FALSE
gene708	0	FALSE
gene709	-1.03043740644353	TRUE
gene710	0	FALSE
gene711	0	FALSE
gene712	0	FALSE
gene713	0	FALSE
gene714	0	FALSE
gene715	0	FALSE
gene716	0	FALSE
gene717	-1.53631554666208	TRUE
gene718	0	FALSE
gene719	0	FALSE
gene720	0	FALSE
gene721	-1.93676053010859	TRUE
gene722	0	FALSE
gene723	0	FALSE
gene724	0	FALSE
gene725	0	FALSE
gene726	0	FALSE
gene727	0	FALSE
gene728	0	FALSE
gene729	0	FALSE
gene730	0	FALSE
gene731	0	FALSE
gene732	0	FALSE
gene733	0	FALSE
gene734	0	FALSE
gene735	0	FALSE
gene736	0	FALSE
gene737	-1.87274715607055	TRUE
gene738	0	FALSE
gene739	0	FALSE
gene740	-2.549149376282	TRUE
gene741	0	FALSE
gene742	0	FALSE
gene743	0	FALSE
gene744	0	FALSE
gene745	0	FALSE
gene746	0	FALSE
gene747	0	FALSE
gene748	0	FALSE
gene749	0	FALSE
gene750	-1.10902116430225	TRUE
gene751	0	FALSE
gene752	0	FALSE
gene753	0	FALSE
gene754	0	FALSE
gene755	0	FALSE
gene756	0	FALSE
gene757	0	FALSE
gene758	0	FALSE
gene759	0	FALSE
gene760	0	FALSE
gene761	0	FALSE
gene762	0	FALSE
gene763	0	FALSE
gene764	0	FALSE
gene765	0	FALSE
gene766	0	FALSE
gene767	0	FALSE
gene768	0	FALSE
gene769	0	FALSE
gene770	0	FALSE
gene771	0	FALSE
gene772	0	FALSE
gene773	1.43615751707694	TRUE
gene774	0	FALSE
gene775	0	FALSE
gene776	0	FALSE
gene777	0	FALSE
gene778	0	FALSE
gene779	0	FALSE
gene780	0	FALSE
gene781	2.08508437627461	TRUE
gene782	0	FALSE
gene783	0	FALSE
gene784	0	FALSE
gene785	0	FALSE
gene786	0	FALSE
gene787	0	FALSE
gene788	0	FALSE
gene789	0	FALSE
gene790	0	FALSE
gene791	0	FALSE
gene792	0	FALSE
gene793	0	FALSE
gene794	0	FALSE
gene795	0	FALSE
gene796	0	FALSE
gene797	0	FALSE
gene798	0	FALSE
gene799	0	FALSE
gene800	0	FALSE
gene801	1.88960305857472	TRUE
gene802	0	FALSE
gene803	0	FALSE
gene804	0	FALSE
gene805	0	FALSE
gene806	0	FALSE
gene807	0	FALSE
gene808	0	FALSE
gene809	0	FALSE
gene810	0	FALSE
gene811	0	FALSE
gene812	0	FALSE
gene813	0	FALSE
gene814	0	FALSE
gene815	0	FALSE
gene816	2.20212353055831	TRUE
gene817	0	FALSE
gene818	0	FALSE
gene819	0	FALSE
gene820	0	FALSE
gene821	0	FALSE
gene822	-2.76731640449725	TRUE
gene823	0	FALSE
gene824	0	FALSE
gene825	0	FALSE
gene826	0	FALSE
gene827	0	FALSE
gene828	0	FALSE
gene829	0	FALSE
gene830	0	FALSE
gene831	0	FALSE
gene832	0	FALSE
gene833	0	FALSE
gene834	-2.00016340718139	TRUE
gene835	0	FALSE
gene836	0	FALSE
gene837	0	FALSE
gene838	0	FALSE
gene839	0	FALSE
gene840	0	FALSE
gene841	0	FALSE
gene842	0	FALSE
gene843	0	FALSE
gene844	0	FALSE
gene845	0.836600317445118	TRUE
gene846	0	FALSE
gene847	0	FALSE
gene848	0	FALSE
gene849	0	FALSE
gene850	0	FALSE
gene851	0	FALSE
gene852	0	FALSE
gene853	0	FALSE
gene854	0	FALSE
gene855	0	FALSE
gene856	0	FALSE
gene857	0	FALSE
gene858	0	FALSE
gene859	0	FALSE
gene860	0	FALSE
gene861	0	FALSE
gene862	0	FALSE
gene863	0	FALSE
gene864	-1.75191101065138	TRUE
gene865	0	FALSE
gene866	0	FALSE
gene867	0	FALSE
gene868	0	FALSE
gene869	0	FALSE
gene870	0	FALSE
gene871	0	FALSE
gene872	0	FALSE
gene873	0	FALSE
gene874	0	FALSE
gene875	-2.18683519063052	TRUE
gene876	-1.49866352841491	TRUE
gene877	0	FALSE
gene878	0	FALSE
gene879	0	FALSE
gene880	0	FALSE
gene881	0	FALSE
gene882	-2.01768632215681	TRUE
gene883	0	FALSE
gene884	0	FALSE
gene885	0	FALSE
gene886	0	FALSE
gene887	0	FALSE
gene888	0	FALSE
gene889	0	FALSE
gene890	0	FALSE
gene891	0	FALSE
gene892	0	FALSE
gene893	0	FALSE
gene894	0	FALSE
gene895	0	FALSE
gene896	0	FALSE
gene897	0	FALSE
gene898	0	FALSE
gene899	0	FALSE
gene900	0	FALSE
gene901	0	FALSE
gene902	1.60096955217887	TRUE
gene903	0	FALSE
gene904	0	FALSE
gene905	0	FALSE
gene906	0	FALSE
gene907	0	FALSE
gene908	0	FALSE
gene909	0	FALSE
gene910	0	FALSE
gene911	0	FALSE
gene912	0	FALSE
gene913	-1.67813570599537	TRUE
gene914	0	FALSE
gene915	0	FALSE
gene916	-1.78826880070847	TRUE
gene917	0	FALSE
gene918	0	FALSE
gene919	0	FALSE
gene920	0	FALSE
gene921	0	FALSE
gene922	-1.58824341441505	TRUE
gene923	0	FALSE
gene924	0	FALSE
gene925	0	FALSE
gene926	0	FALSE
gene927	0	FALSE
gene928	0	FALSE
gene929	2.55227361805737	TRUE
gene930	1.05568662879523	TRUE
gene931	0	FALSE
gene932	0	FALSE
gene933	0	FALSE
gene934	2.64205910061719	TRUE
gene935	0	FALSE
gene936	0	FALSE
gene937	0	FALSE
gene938	0	FALSE
gene939	0	FALSE
gene940	0	FALSE
gene941	0	FALSE
gene942	0	FALSE
gene943	0	FALSE
gene944	0	FALSE
gene945	0	FALSE
gene946	0	FALSE
gene947	0	FALSE
gene948	-1.86565464944579	TRUE
gene949	0	FALSE
gene950	0	FALSE
gene951	0	FALSE
gene952	0	FALSE
gene953	0	FALSE
gene954	0	FALSE
gene955	0.815977146557998	TRUE
gene956	0	FALSE
gene957	0	FALSE
gene958	0	FALSE
gene959	0	FALSE
gene960	0	FALSE
gene961	0	FALSE
gene962	0	FALSE
gene963	0	FALSE
gene964	0	FALSE
gene965	0	FALSE
gene966	0	FALSE
gene967	0	FALSE
gene968	0	FALSE
gene969	0	FALSE
gene970	0	FALSE
gene971	0	FALSE
gene972	0	FALSE
gene973	0	FALSE
gene974	1.1926355806645	TRUE
gene975	0	FALSE
gene976	0	FALSE
gene977	0	FALSE
gene978	0	FALSE
gene979	0	FALSE
gene980	0	FALSE
gene981	0	FALSE
gene982	0	FALSE
gene983	0	FALSE
gene984	0	FALSE
gene985	0	FALSE
gene986	0	FALSE
gene987	0	FALSE
gene988	0	FALSE
gene989	0	FALSE
gene990	0	FALSE
gene991	0	FALSE
gene992	0	FALSE
gene993	0	FALSE
gene994	0	FALSE
gene995	0	FALSE
gene996	0	FALSE
gene997	0	FALSE
gene998	0	FALSE
gene999	0	FALSE
gene1000	-0.918038659729064	TRUE
gene1001	0	FALSE
gene1002	0	FALSE
gene1003	0	FALSE
gene1004	0	FALSE
gene1005	0	FALSE
gene1006	0	FALSE
gene1007	-2.06141437939368	TRUE
gene1008	0	FALSE
gene1009	0	FALSE
gene1010	0	FALSE
gene1011	0	FALSE
gene1012	0	FALSE
gene1013	0	FALSE
gene1014	0	FALSE
gene1015	0	FALSE
gene1016	0	FALSE
gene1017	0	FALSE
gene1018	0	FALSE
gene1019	0	FALSE
gene1020	0	FALSE
gene1021	0	FALSE
gene1022	0	FALSE
gene1023	0	FALSE
gene1024	0	FALSE
gene1025	0	FALSE
gene1026	-1.97047939267941	TRUE
gene1027	0	FALSE
gene1028	0	FALSE
gene1029	1.55184015672421	TRUE
gene1030	0	FALSE
gene1031	0	FALSE
gene1032	0	FALSE
gene1033	0	FALSE
gene1034	0	FALSE
gene1035	0	FALSE
gene1036	0	FALSE
gene1037	0	FALSE
gene1038	0	FALSE
gene1039	0	FALSE
gene1040	2.53530610003509	TRUE
gene1041	2.0408811866655	TRUE
gene1042	0	FALSE
gene1043	0	FALSE
gene1044	0	FALSE
gene1045	0	FALSE
gene1046	0	FALSE
gene1047	0	FALSE
gene1048	0	FALSE
gene1049	0	FALSE
gene1050	0	FALSE
gene1051	0	FALSE
gene1052	0	FALSE
gene1053	0	FALSE
gene1054	0	FALSE
gene1055	0	FALSE
gene1056	0	FALSE
gene1057	0	FALSE
gene1058	0	FALSE
gene1059	0	FALSE
gene1060	0	FALSE
gene1061	0	FALSE
gene1062	0	FALSE
gene1063	0	FALSE
gene1064	0	FALSE
gene1065	0	FALSE
gene1066	0	FALSE
gene1067	1.02582498919219	TRUE
gene1068	0	FALSE
gene1069	0	FALSE
gene1070	0	FALSE
gene1071	0	FALSE
gene1072	0	FALSE
gene1073	0	FALSE
gene1074	0	FALSE
gene1075	0	FALSE
gene1076	0	FALSE
gene1077	0	FALSE
gene1078	0	FALSE
gene1079	0	FALSE
gene1080	0	FALSE
gene1081	0	FALSE
gene1082	0	FALSE
gene1083	0	FALSE
gene1084	0	FALSE
gene1085	0	FALSE
gene1086	0	FALSE
gene1087	0	FALSE
gene1088	0	FALSE
gene1089	0	FALSE
gene1090	0	FALSE
gene1091	0	FALSE
gene1092	0	FALSE
gene1093	0	FALSE
gene1094	0	FALSE
gene1095	0	FALSE
gene1096	0	FALSE
gene1097	-2.22513986105332	TRUE
gene1098	0	FALSE
gene1099	0	FALSE
gene1100	0	FALSE
gene1101	2.96033504465595	TRUE
gene1102	0	FALSE
gene1103	-1.31624590605497	TRUE
gene1104	0	FALSE
gene1105	0	FALSE
gene1106	1.79256974486634	TRUE
gene1107	0	FALSE
gene1108	0	FALSE
gene1109	0	FALSE
gene1110	0	FALSE
gene1111	0	FALSE
gene1112	0	FALSE
gene1113	0	FALSE
gene1114	-0.957274104352109	TRUE
gene1115	0	FALSE
gene1116	0	FALSE
gene1117	0	FALSE
gene1118	0	FALSE
gene1119	2.51512469421141	TRUE
gene1120	0	FALSE
gene1121	0	FALSE
gene1122	0	FALSE
gene1123	0	FALSE
gene1124	0	FALSE
gene1125	0	FALSE
gene1126	0	FALSE
gene1127	0	FALSE
gene1128	0	FALSE
gene1129	-1.72643311007414	TRUE
gene1130	-2.36237312603043	TRUE
gene1131	0	FALSE
gene1132	0	FALSE
gene1133	0	FALSE
gene1134	0	FALSE
gene1135	0.841235567000695	TRUE
gene1136	0	FALSE
gene1137	0	FALSE
gene1138	0	FALSE
gene1139	1.51124935521511	TRUE
gene1140	0	FALSE
gene1141	0	FALSE
gene1142	0	FALSE
gene1143	0	FALSE
gene1144	0	FALSE
gene1145	0	FALSE
gene1146	0	FALSE
gene1147	0	FALSE
gene1148	0	FALSE
gene1149	1.91744479414774	TRUE
gene1150	0	FALSE
gene1151	-2.95560081477743	TRUE
gene1152	0	FALSE
gene1153	0	FALSE
gene1154	0	FALSE
gene1155	0	FALSE
gene1156	-1.10154039168265	TRUE
gene1157	0	FALSE
gene1158	0	FALSE
gene1159	-1.08499442157336	TRUE
gene1160	0	FALSE
gene1161	0	FALSE
gene1162	0	FALSE
gene1163	1.26315252209315	TRUE
gene1164	0	FALSE
gene1165	0	FALSE
gene1166	0	FALSE
gene1167	0	FALSE
gene1168	0	FALSE
gene1169	0	FALSE
gene1170	1.30705719755497	TRUE
gene1171	0	FALSE
gene1172	0	FALSE
gene1173	0	FALSE
gene1174	0	FALSE
gene1175	2.63750302704284	TRUE
gene1176	0	FALSE
